 schemaname |                     tablename                     |                            indexname                            | tablespace |                                                                                 indexdef                                                                                  
 public     | pollster_virtualoptiontype                        | pollster_virtualoptiontype_js_class_uniq                        |            | CREATE UNIQUE INDEX pollster_virtualoptiontype_js_class_uniq ON pollster_virtualoptiontype USING btree (js_class)
 public     | pollster_questiondatatype                         | pollster_questiondatatype_js_class_uniq                         |            | CREATE UNIQUE INDEX pollster_questiondatatype_js_class_uniq ON pollster_questiondatatype USING btree (js_class)
 public     | pollster_translationoption                        | pollster_translationoption_translation_id                       |            | CREATE INDEX pollster_translationoption_translation_id ON pollster_translationoption USING btree (translation_id)
 public     | pollster_translationoption                        | pollster_translationoption_option_id                            |            | CREATE INDEX pollster_translationoption_option_id ON pollster_translationoption USING btree (option_id)
 public     | geometry_columns                                  | geometry_columns_pk                                             |            | CREATE UNIQUE INDEX geometry_columns_pk ON geometry_columns USING btree (f_table_catalog, f_table_schema, f_table_name, f_geometry_column)
 public     | pollster_charttype                                | pollster_charttype_pkey                                         |            | CREATE UNIQUE INDEX pollster_charttype_pkey ON pollster_charttype USING btree (id)
 public     | pollster_charttype                                | pollster_charttype_shortname_key                                |            | CREATE UNIQUE INDEX pollster_charttype_shortname_key ON pollster_charttype USING btree (shortname)
 public     | cmsplugin_surveychartplugin                       | cmsplugin_surveychartplugin_pkey                                |            | CREATE UNIQUE INDEX cmsplugin_surveychartplugin_pkey ON cmsplugin_surveychartplugin USING btree (cmsplugin_ptr_id)
 public     | cmsplugin_surveychartplugin                       | cmsplugin_surveychartplugin_chart_id                            |            | CREATE INDEX cmsplugin_surveychartplugin_chart_id ON cmsplugin_surveychartplugin USING btree (chart_id)
 public     | django_cache                                      | django_cache_pkey                                               |            | CREATE UNIQUE INDEX django_cache_pkey ON django_cache USING btree (cache_key)
 public     | django_cache                                      | django_cache_expires                                            |            | CREATE INDEX django_cache_expires ON django_cache USING btree (expires)
 public     | spatial_ref_sys                                   | spatial_ref_sys_pkey                                            |            | CREATE UNIQUE INDEX spatial_ref_sys_pkey ON spatial_ref_sys USING btree (srid)
 public     | pollster_calendar                                 | pollster_calendar_pkey                                          |            | CREATE UNIQUE INDEX pollster_calendar_pkey ON pollster_calendar USING btree (p_day)
(352 rows)

