day,provincia,active,ili
2014-01-30,PD,26,0
2014-01-30,VT,3,0
2014-01-30,LO,1,0
2014-01-30,PV,8,0
2014-01-30,RA,9,0
2014-01-30,VR,4,0
2014-01-30,CR,9,1
2014-01-30,VB,3,0
2014-01-30,CH,5,0
2014-01-30,MO,12,0
2014-01-30,CE,8,0
2014-01-30,TA,3,0
2014-01-30,MS,1,0
2014-01-30,NU,1,0
2014-01-30,PU,3,0
2014-01-30,FM,2,0
2014-01-30,LI,6,0
2014-01-30,BR,1,0
2014-01-30,PG,5,0
2014-01-30,TV,25,0
2014-01-30,CT,1,0
2014-01-30,LT,7,0
2014-01-31,AL,4,0
2014-01-31,TV,15,0
2014-01-31,GR,1,0
2014-01-31,PA,2,0
2014-01-31,VI,7,0
2014-01-31,RN,3,0
2014-01-31,CT,1,0
2014-01-31,MN,2,0
2014-01-31,LI,3,1
2014-01-31,VR,2,0
2014-01-31,PV,3,0
2014-01-31,CH,4,0
2014-01-31,RA,5,0
2014-01-31,NU,1,0
2014-01-31,BL,1,0
2014-01-31,BO,23,0
2014-01-31,SR,3,0
2014-01-31,MT,2,0
2014-01-31,CS,1,0
2014-01-31,BG,6,0
2014-01-31,BS,5,0
2014-01-31,MC,2,0
2014-01-31,CI,1,0
2014-01-31,NA,6,0
2014-01-31,SV,4,0
2014-01-31,SS,3,0
2014-01-31,CN,1,0
2014-01-31,LC,6,0
2014-01-31,CR,2,0
2014-01-31,ME,2,0
2014-01-31,AN,10,0
2014-01-31,CA,2,0
2014-01-31,IM,5,0
2014-01-31,AP,1,0
2014-01-31,RI,2,0
2014-01-31,FG,3,0
2014-01-31,BA,2,0
2014-01-31,RO,1,0
2014-01-31,BZ,15,0
2014-01-31,PO,2,0
2014-01-31,VA,6,0
2014-01-31,VE,10,0
2014-01-31,FC,2,0
2014-01-31,GE,4,0
2014-01-31,AG,1,0
2014-01-31,UD,2,0
2014-01-31,SO,1,0
2014-01-31,VC,3,0
2014-01-31,TO,65,0
2014-01-31,CO,5,0
2014-01-31,LU,4,0
2014-01-31,BI,2,0
2014-01-31,NO,1,0
2014-01-31,PI,7,0
2014-01-31,TS,7,0
2014-01-31,RM,56,1
2014-01-31,CB,2,0
2014-01-31,PT,1,0
2014-01-31,PD,9,0
2014-01-31,SI,3,0
2014-01-31,RE,3,0
2014-01-31,AO,1,0
2014-01-31,FI,4,0
2014-01-31,TN,12,0
2014-01-31,VT,2,0
2014-01-31,AR,4,0
2014-01-31,BR,1,0
2014-01-31,RG,1,0
2014-01-31,AQ,1,0
2014-01-31,FE,7,0
2014-01-31,MB,20,0
2014-01-31,MI,70,0
2014-01-31,PR,1,0
