day,provincia,active,ili
2014-02-21,CB,1,0
2014-02-21,BL,1,0
2014-02-21,PD,18,0
2014-02-21,BO,14,0
2014-02-21,SR,3,0
2014-02-21,MS,2,0
2014-02-21,LE,3,0
2014-02-21,TP,1,0
2014-02-21,SI,3,0
2014-02-21,CN,3,0
2014-02-21,RE,2,0
2014-02-21,BS,5,0
2014-02-21,PC,1,0
2014-02-21,BN,6,0
2014-02-21,MC,1,0
2014-02-21,SV,2,0
2014-02-21,CI,1,0
2014-02-21,NA,15,0
2014-02-21,SS,2,0
2014-02-21,LO,1,0
2014-02-21,VT,1,0
2014-02-21,AR,5,0
2014-02-21,AN,2,0
2014-02-21,BR,1,0
2014-02-21,CR,4,0
2014-02-21,AO,1,0
2014-02-21,LC,6,0
2014-02-21,FI,6,0
2014-02-21,ME,7,0
2014-02-21,TN,9,0
2014-02-21,AQ,6,0
2014-02-21,FE,7,0
2014-02-21,BA,5,0
2014-02-21,MB,10,1
2014-02-21,MI,58,0
2014-02-21,AL,7,0
2014-02-21,CA,6,0
2014-02-21,RG,1,0
2014-02-21,IM,1,0
2014-02-21,SA,1,0
2014-02-21,AP,1,0
2014-02-21,RI,3,0
2014-02-21,FG,5,0
2014-02-21,FM,2,0
2014-02-21,CE,6,0
2014-02-21,PO,2,0
2014-02-21,MO,7,0
2014-02-21,TA,3,0
2014-02-21,PR,2,0
2014-02-21,RO,3,0
2014-02-21,PG,2,0
2014-02-21,BZ,5,0
2014-02-21,AG,2,0
2014-02-21,UD,9,0
2014-02-21,SO,2,0
2014-02-21,VC,1,0
2014-02-21,IS,1,0
2014-02-21,TO,62,0
2014-02-21,RC,1,0
2014-02-21,GO,2,0
2014-02-21,VA,11,0
2014-02-21,VS,3,0
2014-02-21,VE,10,0
2014-02-21,GE,7,0
2014-02-21,PA,2,0
2014-02-21,RN,2,1
2014-02-21,VI,4,0
2014-02-21,LT,1,0
2014-02-21,TV,9,1
2014-02-21,SP,1,0
2014-02-21,RA,2,0
2014-02-21,CH,7,0
2014-02-21,PU,7,0
2014-02-21,NU,1,0
2014-02-21,CT,2,0
2014-02-21,MN,2,0
2014-02-21,LI,2,0
2014-02-21,VR,3,0
2014-02-22,PI,5,0
2014-02-22,PD,17,0
2014-02-22,BL,1,0
2014-02-22,NU,1,0
2014-02-22,LE,1,0
2014-02-22,NO,2,0
2014-02-22,MI,37,2
2014-02-22,PO,2,0
2014-02-22,TO,49,0
2014-02-22,MB,6,0
2014-02-22,FI,3,0
2014-02-22,SI,2,0
2014-02-22,LC,3,0
2014-02-22,CR,3,0
2014-02-22,VA,10,0
2014-02-22,VR,2,0
2014-02-22,MS,2,0
2014-02-22,TP,1,0
2014-02-22,TN,8,0
2014-02-22,ME,4,0
2014-02-22,BG,7,0
2014-02-22,LO,1,0
2014-02-22,FM,2,1
2014-02-22,CB,1,0
2014-02-22,MO,6,0
2014-02-22,BR,1,0
2014-02-22,IM,1,0
2014-02-22,CE,4,0
2014-02-22,PT,2,0
2014-02-22,BZ,1,0
2014-02-22,AL,7,0
2014-02-22,AN,1,0
2014-02-22,RO,1,0
2014-02-22,CA,3,0
2014-02-22,RG,1,0
2014-02-22,AR,6,0
2014-02-22,AG,1,0
2014-02-22,GO,2,0
2014-02-22,GE,6,0
2014-02-22,SO,2,0
2014-02-22,RA,2,0
2014-02-22,PA,2,0
2014-02-22,RM,34,0
2014-02-22,CH,2,0
2014-02-22,PV,4,0
2014-02-22,VI,4,0
2014-02-22,TA,1,0
2014-02-22,RN,2,0
2014-02-22,RE,2,0
2014-02-22,CI,1,0
2014-02-22,NA,9,1
2014-02-22,TV,8,0
2014-02-22,CO,7,0
2014-02-22,CN,1,0
2014-02-22,SP,1,0
2014-02-22,MC,1,0
2014-02-22,SR,2,0
2014-02-22,CT,1,0
2014-02-22,LU,5,0
2014-02-22,BN,5,0
2014-02-22,FG,3,0
2014-02-22,VE,6,1
2014-02-22,BI,2,0
2014-02-22,RI,2,0
2014-02-22,UD,9,0
2014-02-22,MN,1,0
2014-02-22,AP,1,0
2014-02-22,BA,3,0
2014-02-22,BS,5,0
2014-02-22,BO,10,0
2014-02-22,TS,3,0
2014-02-22,PR,2,0
2014-02-22,FE,5,0
2014-02-22,AQ,3,0
2014-02-22,LI,2,0
2014-02-22,PU,4,0
2014-02-23,MS,1,0
2014-02-23,CT,1,0
2014-02-23,NA,9,0
2014-02-23,LI,2,0
2014-02-23,CI,1,0
2014-02-23,NO,2,0
2014-02-23,BN,5,0
2014-02-23,BS,4,0
2014-02-23,MC,1,0
2014-02-23,BG,6,0
2014-02-23,VE,6,0
2014-02-23,VR,1,0
2014-02-23,PV,3,0
2014-02-23,SR,2,0
2014-02-23,RA,2,0
2014-02-23,GE,6,0
2014-02-23,CH,2,0
2014-02-23,BO,8,0
2014-02-23,PD,12,0
2014-02-23,PT,2,0
2014-02-23,RM,32,0
2014-02-23,MI,34,1
2014-02-23,MB,5,0
2014-02-23,NU,1,0
2014-02-23,PI,5,0
2014-02-23,PU,4,0
2014-02-23,AQ,1,0
2014-02-23,BA,2,0
2014-02-23,FE,4,0
2014-02-23,VA,6,0
2014-02-23,GO,2,0
2014-02-23,FG,3,0
2014-02-23,TA,1,0
2014-02-23,TS,3,0
2014-02-23,RI,1,0
2014-02-23,CA,3,0
2014-02-23,AL,7,0
2014-02-23,IM,1,0
2014-02-23,MO,5,0
2014-02-23,BR,1,0
2014-02-23,PR,2,0
2014-02-23,AR,6,0
2014-02-23,RO,1,0
2014-02-23,CE,4,0
2014-02-23,LO,1,0
2014-02-23,TN,8,0
2014-02-23,ME,3,0
2014-02-23,FM,2,0
2014-02-23,FI,3,0
2014-02-23,LC,3,0
2014-02-23,CR,2,0
2014-02-23,PO,2,0
2014-02-23,TO,46,0
2014-02-23,PA,1,0
2014-02-23,CO,4,0
2014-02-23,UD,8,0
2014-02-23,SP,1,0
2014-02-23,LU,2,0
2014-02-23,TV,4,0
2014-02-23,SI,2,0
2014-02-23,TP,1,0
2014-02-23,RN,2,0
2014-02-23,AG,1,0
2014-02-23,VI,4,0
2014-02-23,SO,2,0
2014-02-23,BI,2,0
2014-02-23,RE,1,0
2014-02-23,CN,1,0
2014-02-23,MN,1,0
2014-02-23,LE,1,0
